Date,CageID,Treatment,OFW.g,NFW.g,NDB,NBE,Alive,TotalD,TotalM,TotalF,Queen,Queen2,Notes
6/1/26,A4,A,38.27,39.1,13,,,,126,146,,N,
6/1/26,A5,A,36.06,38.81,7,,,,121,143,,N,
6/1/26,A6,A,NA,NA,,,,,130,151,,N,DEAD
6/1/26,B7,B,37.82,38.95,2,,,,127,147,,Q,
6/1/26,B8,B,37.77,39.15,0,,,,53,74,,Q,
6/1/26,B9,B,NA,NA,,,,,135,164,,Q,DEAD
6/1/26,B10,B,NA,NA,,,,,126,147,,N,DEAD
6/1/26,B11,B,NA,NA,,,,,127,147,,N,DEAD
6/1/26,B12,B,37.54,37.97,0,,,,132,152,,N,
6/1/26,C13,C,NA,NA,,,,,126,149,,Q,DEAD
6/1/26,C14,C,NA,NA,,,,,121,145,,Q,DEAD
6/1/26,C15,C,NA,NA,,,,,127,149,,Q,DEAD
6/1/26,C16,C,35.86,38.38,1,,,,131,151,,N,
6/1/26,C17,C,33.88,37.77,3,,,,129,149,,N,
6/1/26,C18,C,NA,NA,,,,,128,149,,N,DEAD
6/1/26,D19,D,NA,NA,,,,,125,145,,Q,DEAD
6/1/26,D20,D,NA,NA,,,,,130,150,,Q,DEAD
6/1/26,D21,D,NA,NA,,,,,128,151,,Q,DEAD
6/1/26,D22,D,NA,NA,,,,,123,147,,N,DEAD
6/1/26,D23,D,NA,NA,,,,,134,155,,N,DEAD
6/1/26,D24,D,NA,NA,,,,,130,151,,N,DEAD
6/1/26,E25,E,NA,NA,,,,,125,145,,Q,DEAD
6/1/26,E26,E,NA,NA,,,,,126,147,,Q,DEAD
6/1/26,E27,E,NA,NA,,,,,130,150,,Q,DEAD
6/1/26,E28,E,NA,NA,,,,,130,150,,N,DEAD
6/1/26,E29,E,NA,NA,,,,,119,140,,N,DEAD
6/1/26,E30,E,NA,NA,,,,,110,130,,N,DEAD
6/3/26,A1,A,NA,NA,,,,,123,146,,Q,DEAD
6/3/26,A2,A,NA,37,1,,,,130,151,,Q,
6/3/26,A3,A,37.79,38.04,1,,,,134,156,,Q,
6/3/26,A4,A,38.46,37.72,1,,,,126,146,,N,
6/3/26,A5,A,38.28,37.36,0,,,,121,143,,N,
6/3/26,A6,A,NA,NA,,,,,130,151,,N,DEAD
6/3/26,B7,B,38.59,NA,1,,,,127,147,,Q,DEAD
6/3/26,B8,B,38.62,39.07,0,,,,53,74,,Q,
6/3/26,B9,B,NA,NA,,,,,135,164,,Q,DEAD
6/3/26,B10,B,NA,NA,,,,,126,147,,N,DEAD
6/3/26,B11,B,NA,NA,,,,,127,147,,N,DEAD
6/3/26,B12,B,37.72,NA,1,,,,132,152,,N,DEAD
6/3/26,C13,C,NA,NA,,,,,126,149,,Q,DEAD
6/3/26,C14,C,NA,NA,,,,,121,145,,Q,DEAD
6/3/26,C15,C,NA,NA,,,,,127,149,,Q,DEAD
6/3/26,C16,C,33.75,37.67,0,,,,131,151,,N,
6/3/26,C17,C,35.56,36.75,4,,,,129,149,,N,
6/3/26,C18,C,NA,NA,,,,,128,149,,N,DEAD
6/3/26,D19,D,NA,NA,,,,,125,145,,Q,DEAD
6/3/26,D20,D,NA,NA,,,,,130,150,,Q,DEAD
6/3/26,D21,D,NA,NA,,,,,128,151,,Q,DEAD
6/3/26,D22,D,NA,NA,,,,,123,147,,N,DEAD
6/3/26,D23,D,NA,NA,,,,,134,155,,N,DEAD
6/3/26,D24,D,NA,NA,,,,,130,151,,N,DEAD
6/3/26,E25,E,NA,NA,,,,,125,145,,Q,DEAD
6/3/26,E26,E,NA,NA,,,,,126,147,,Q,DEAD
6/3/26,E27,E,NA,NA,,,,,130,150,,Q,DEAD
6/3/26,E28,E,NA,NA,,,,,130,150,,N,DEAD
6/3/26,E29,E,NA,NA,,,,,119,140,,N,DEAD
6/3/26,E30,E,NA,NA,,,,,110,130,,N,DEAD
6/5/26,A1,A,NA,NA,,,,,123,146,,Q,DEAD
6/5/26,A2,A,36.34,NA,1,,,,130,151,,Q,DEAD
6/5/26,A3,A,37.75,37.79,0,,,,134,156,,Q,
6/5/26,A4,A,36.89,39.45,0,,,,126,146,,N,
6/5/26,A5,A,36.75,37.73,1,,,,121,143,,N,
6/5/26,A6,A,NA,NA,,,,,130,151,,N,DEAD
6/5/26,B7,B,NA,NA,,,,,127,147,,Q,DEAD
6/5/26,B8,B,38.55,38.72,1,,,,53,74,,Q,
6/5/26,B9,B,NA,NA,,,,,135,164,,Q,DEAD
6/5/26,B10,B,NA,NA,,,,,126,147,,N,DEAD
6/5/26,B11,B,NA,NA,,,,,127,147,,N,DEAD
6/5/26,B12,B,NA,NA,,,,,132,152,,N,
6/5/26,C13,C,NA,NA,,,,,126,149,,Q,DEAD
6/5/26,C14,C,NA,NA,,,,,121,145,,Q,DEAD
6/5/26,C15,C,NA,NA,,,,,127,149,,Q,DEAD
6/5/26,C16,C,34.56,37.8,0,,,,131,151,,N,
6/5/26,C17,C,35.04,NA,2,,,,129,149,,N,DEAD
6/5/26,C18,C,NA,NA,,,,,128,149,,N,DEAD
6/5/26,D19,D,NA,NA,,,,,125,145,,Q,DEAD
6/5/26,D20,D,NA,NA,,,,,130,150,,Q,DEAD
6/5/26,D21,D,NA,NA,,,,,128,151,,Q,DEAD
6/5/26,D22,D,NA,NA,,,,,123,147,,N,DEAD
6/5/26,D23,D,NA,NA,,,,,134,155,,N,DEAD
6/5/26,D24,D,NA,NA,,,,,130,151,,N,DEAD
6/5/26,E25,E,NA,NA,,,,,125,145,,Q,DEAD
6/5/26,E26,E,NA,NA,,,,,126,147,,Q,DEAD
6/5/26,E27,E,NA,NA,,,,,130,150,,Q,DEAD
6/5/26,E28,E,NA,NA,,,,,130,150,,N,DEAD
6/5/26,E29,E,NA,NA,,,,,119,140,,N,DEAD
6/5/26,E30,E,NA,NA,,,,,110,130,,N,DEAD
6/8/26,A1,A,NA,NA,,,,,123,146,,Q,DEAD
6/8/26,A2,A,NA,NA,,,,,130,151,,Q,DEAD
6/8/26,A3,A,37.12,NA,1,,,,134,156,,Q,DEAD
6/8/26,A4,A,38.76,NA,2,,,,126,146,,N,DEAD
6/8/26,A5,A,37.33,37.85,1,,,,121,143,,N,Only 1 living bee left
6/8/26,A6,A,NA,NA,,,,,130,151,,N,DEAD
6/8/26,B7,B,NA,NA,,,,,127,147,,Q,DEAD
6/8/26,B8,B,38.32,NA,1,,,,53,74,,Q,DEAD
6/8/26,B9,B,NA,NA,,,,,135,164,,Q,DEAD
6/8/26,B10,B,NA,NA,,,,,126,147,,N,DEAD
6/8/26,B11,B,NA,NA,,,,,127,147,,N,DEAD
6/8/26,B12,B,NA,NA,,,,,132,152,,N,DEAD
6/8/26,C13,C,NA,NA,,,,,126,149,,Q,DEAD
6/8/26,C14,C,NA,NA,,,,,121,145,,Q,DEAD
6/8/26,C15,C,NA,NA,,,,,127,149,,Q,DEAD
6/8/26,C16,C,29.12,NA,1,,,,131,151,,N,DEAD
6/8/26,C17,C,NA,NA,,,,,129,149,,N,DEAD
6/8/26,C18,C,NA,NA,,,,,128,149,,N,DEAD
6/8/26,D19,D,NA,NA,,,,,125,145,,Q,DEAD
6/8/26,D20,D,NA,NA,,,,,130,150,,Q,DEAD
6/8/26,D21,D,NA,NA,,,,,128,151,,Q,DEAD
6/8/26,D22,D,NA,NA,,,,,123,147,,N,DEAD
6/8/26,D23,D,NA,NA,,,,,134,155,,N,DEAD
6/8/26,D24,D,NA,NA,,,,,130,151,,N,DEAD
6/8/26,E25,E,NA,NA,,,,,125,145,,Q,DEAD
6/8/26,E26,E,NA,NA,,,,,126,147,,Q,DEAD
6/8/26,E27,E,NA,NA,,,,,130,150,,Q,DEAD
6/8/26,E28,E,NA,NA,,,,,130,150,,N,DEAD
6/8/26,E29,E,NA,NA,,,,,119,140,,N,DEAD
6/8/26,E30,E,NA,NA,,,,,110,130,,N,DEAD
6/10/26,A1,A,NA,NA,,,,,123,146,,Q,DEAD
6/10/26,A2,A,NA,NA,,,,,130,151,,Q,DEAD
6/10/26,A3,A,NA,NA,,,,,134,156,,Q,DEAD
6/10/26,A4,A,NA,NA,,,,,126,146,,N,DEAD
6/10/26,A5,A,37.82,39.1,0,,,,121,143,,N,
6/10/26,A6,A,NA,NA,,,,,130,151,,N,DEAD
6/10/26,B7,B,NA,NA,,,,,127,147,,Q,DEAD
6/10/26,B8,B,NA,NA,,,,,53,74,,Q,DEAD
6/10/26,B9,B,NA,NA,,,,,135,164,,Q,DEAD
6/10/26,B10,B,NA,NA,,,,,126,147,,N,DEAD
6/10/26,B11,B,NA,NA,,,,,127,147,,N,DEAD
6/10/26,B12,B,NA,NA,,,,,132,152,,N,DEAD
6/10/26,C13,C,NA,NA,,,,,126,149,,Q,DEAD
6/10/26,C14,C,NA,NA,,,,,121,145,,Q,DEAD
6/10/26,C15,C,NA,NA,,,,,127,149,,Q,DEAD
6/10/26,C16,C,NA,NA,,,,,131,151,,N,DEAD
6/10/26,C17,C,NA,NA,,,,,129,149,,N,DEAD
6/10/26,C18,C,NA,NA,,,,,128,149,,N,DEAD
6/10/26,D19,D,NA,NA,,,,,125,145,,Q,DEAD
6/10/26,D20,D,NA,NA,,,,,130,150,,Q,DEAD
6/10/26,D21,D,NA,NA,,,,,128,151,,Q,DEAD
6/10/26,D22,D,NA,NA,,,,,123,147,,N,DEAD
6/10/26,D23,D,NA,NA,,,,,134,155,,N,DEAD
6/10/26,D24,D,NA,NA,,,,,130,151,,N,DEAD
6/10/26,E25,E,NA,NA,,,,,125,145,,Q,DEAD
6/10/26,E26,E,NA,NA,,,,,126,147,,Q,DEAD
6/10/26,E27,E,NA,NA,,,,,130,150,,Q,DEAD
6/10/26,E28,E,NA,NA,,,,,130,150,,N,DEAD
6/10/26,E29,E,NA,NA,,,,,119,140,,N,DEAD
6/10/26,E30,E,NA,NA,,,,,110,130,,N,DEAD
6/12/26,A1,A,NA,NA,,,,,123,146,,Q,DEAD
6/12/26,A2,A,NA,NA,,,,,130,151,,Q,DEAD
6/12/26,A3,A,NA,NA,,,,,134,156,,Q,DEAD
6/12/26,A4,A,NA,NA,,,,,126,146,,N,DEAD
6/12/26,A5,A,38.68,39.22,0,,,,121,143,,N,
6/12/26,A6,A,NA,NA,,,,,130,151,,N,DEAD
6/12/26,B7,B,NA,NA,,,,,127,147,,Q,DEAD
6/12/26,B8,B,NA,NA,,,,,53,74,,Q,DEAD
6/12/26,B9,B,NA,NA,,,,,135,164,,Q,DEAD
6/12/26,B10,B,NA,NA,,,,,126,147,,N,DEAD
6/12/26,B11,B,NA,NA,,,,,127,147,,N,DEAD
6/12/26,B12,B,NA,NA,,,,,132,152,,N,DEAD
6/12/26,C13,C,NA,NA,,,,,126,149,,Q,DEAD
6/12/26,C14,C,NA,NA,,,,,121,145,,Q,DEAD
6/12/26,C15,C,NA,NA,,,,,127,149,,Q,DEAD
6/12/26,C16,C,NA,NA,,,,,131,151,,N,DEAD
6/12/26,C17,C,NA,NA,,,,,129,149,,N,DEAD
6/12/26,C18,C,NA,NA,,,,,128,149,,N,DEAD
6/12/26,D19,D,NA,NA,,,,,125,145,,Q,DEAD
6/12/26,D20,D,NA,NA,,,,,130,150,,Q,DEAD
6/12/26,D21,D,NA,NA,,,,,128,151,,Q,DEAD
6/12/26,D22,D,NA,NA,,,,,123,147,,N,DEAD
6/12/26,D23,D,NA,NA,,,,,134,155,,N,DEAD
6/12/26,D24,D,NA,NA,,,,,130,151,,N,DEAD
6/12/26,E25,E,NA,NA,,,,,125,145,,Q,DEAD
6/12/26,E26,E,NA,NA,,,,,126,147,,Q,DEAD
6/12/26,E27,E,NA,NA,,,,,130,150,,Q,DEAD
6/12/26,E28,E,NA,NA,,,,,130,150,,N,DEAD
6/12/26,E29,E,NA,NA,,,,,119,140,,N,DEAD
6/12/26,E30,E,NA,NA,,,,,110,130,,N,DEAD
6/15/26,A1,A,NA,NA,,,,,123,146,,Q,DEAD
6/15/26,A2,A,NA,NA,,,,,130,151,,Q,DEAD
6/15/26,A3,A,NA,NA,,,,,134,156,,Q,DEAD
6/15/26,A4,A,NA,NA,,,,,126,146,,N,DEAD
6/15/26,A5,A,38.75,NA,1,,,,121,143,,N,DEAD
6/15/26,A6,A,NA,NA,,,,,130,151,,N,DEAD
6/15/26,B7,B,NA,NA,,,,,127,147,,Q,DEAD
6/15/26,B8,B,NA,NA,,,,,53,74,,Q,DEAD
6/15/26,B9,B,NA,NA,,,,,135,164,,Q,DEAD
6/15/26,B10,B,NA,NA,,,,,126,147,,N,DEAD
6/15/26,B11,B,NA,NA,,,,,127,147,,N,DEAD
6/15/26,B12,B,NA,NA,,,,,132,152,,N,DEAD
6/15/26,C13,C,NA,NA,,,,,126,149,,Q,DEAD
6/15/26,C14,C,NA,NA,,,,,121,145,,Q,DEAD
6/15/26,C15,C,NA,NA,,,,,127,149,,Q,DEAD
6/15/26,C16,C,NA,NA,,,,,131,151,,N,DEAD
6/15/26,C17,C,NA,NA,,,,,129,149,,N,DEAD
6/15/26,C18,C,NA,NA,,,,,128,149,,N,DEAD
6/15/26,D19,D,NA,NA,,,,,125,145,,Q,DEAD
6/15/26,D20,D,NA,NA,,,,,130,150,,Q,DEAD
6/15/26,D21,D,NA,NA,,,,,128,151,,Q,DEAD
6/15/26,D22,D,NA,NA,,,,,123,147,,N,DEAD
6/15/26,D23,D,NA,NA,,,,,134,155,,N,DEAD
6/15/26,D24,D,NA,NA,,,,,130,151,,N,DEAD
6/15/26,E25,E,NA,NA,,,,,125,145,,Q,DEAD
6/15/26,E26,E,NA,NA,,,,,126,147,,Q,DEAD
6/15/26,E27,E,NA,NA,,,,,130,150,,Q,DEAD
6/15/26,E28,E,NA,NA,,,,,130,150,,N,DEAD
6/15/26,E29,E,NA,NA,,,,,119,140,,N,DEAD
6/15/26,E30,E,NA,NA,,,,,110,130,,N,DEAD
